date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:12	8516/8516	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:09%20GMT	http://carolinacon.org/index.php/presentations/gender_issues_in_hacking_and_hacking_culture/expressInstall.swf	carolinacon.org/index.php/presentations/gender_issues_in_hacking_and_hacking_culture/expressInstall.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:13	8516/8516	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:09%20GMT	http://carolinacon.org/index.php/presentations/gender_issues_in_hacking_and_hacking_culture/index-7.html	carolinacon.org/index.php/presentations/gender_issues_in_hacking_and_hacking_culture/index-7.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:13	11089/11089	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:09%20GMT	http://carolinacon.org/index.php/presentations/college_of_hacking_successful_network_penetration_for_dummies/	carolinacon.org/index.php/presentations/college_of_hacking_successful_network_penetration_for_dummies/index.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:14	8577/8577	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:10%20GMT	http://carolinacon.org/index.php/presentations/college_of_hacking_successful_network_penetration_for_dummies/index-4.html	carolinacon.org/index.php/presentations/college_of_hacking_successful_network_penetration_for_dummies/index-4.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:14	8577/8577	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:11%20GMT	http://carolinacon.org/index.php/presentations/college_of_hacking_successful_network_penetration_for_dummies/expressInstall.swf	carolinacon.org/index.php/presentations/college_of_hacking_successful_network_penetration_for_dummies/expressInstall.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:15	8577/8577	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:11%20GMT	http://carolinacon.org/index.php/presentations/college_of_hacking_successful_network_penetration_for_dummies/index-7.html	carolinacon.org/index.php/presentations/college_of_hacking_successful_network_penetration_for_dummies/index-7.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:15	10308/10308	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:11%20GMT	http://carolinacon.org/index.php/presentations/reverse_engineering/	carolinacon.org/index.php/presentations/reverse_engineering/index.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:16	8401/8401	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:12%20GMT	http://carolinacon.org/index.php/presentations/reverse_engineering/index-4.html	carolinacon.org/index.php/presentations/reverse_engineering/index-4.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:16	8401/8401	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:13%20GMT	http://carolinacon.org/index.php/presentations/reverse_engineering/expressInstall.swf	carolinacon.org/index.php/presentations/reverse_engineering/expressInstall.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:17	8401/8401	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:13%20GMT	http://carolinacon.org/index.php/presentations/reverse_engineering/index-7.html	carolinacon.org/index.php/presentations/reverse_engineering/index-7.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:17	9819/9819	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:13%20GMT	http://carolinacon.org/index.php/presentations/how_to_build_a_competitive_robot_in_6_weeks_or_less/	carolinacon.org/index.php/presentations/how_to_build_a_competitive_robot_in_6_weeks_or_less/index.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:18	8535/8535	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:14%20GMT	http://carolinacon.org/index.php/presentations/how_to_build_a_competitive_robot_in_6_weeks_or_less/index-4.html	carolinacon.org/index.php/presentations/how_to_build_a_competitive_robot_in_6_weeks_or_less/index-4.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:18	8535/8535	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:14%20GMT	http://carolinacon.org/index.php/presentations/how_to_build_a_competitive_robot_in_6_weeks_or_less/expressInstall.swf	carolinacon.org/index.php/presentations/how_to_build_a_competitive_robot_in_6_weeks_or_less/expressInstall.html	(from http://carolinacon.org/index.php/videos/2006/)
12:13:19	8535/8535	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202009%2016:13:15%20GMT	http://carolinacon.org/index.php/presentations/how_to_build_a_competitive_robot_in_6_weeks_or_less/index-7.html	carolinacon.org/index.php/presentations/how_to_build_a_competitive_robot_in_6_weeks_or_less/index-7.html	(from http://carolinacon.org/index.php/videos/2006/)
